LAKENAME,Year,NTL,PTL,Tot_Sdep,OmWs,AgKffactWs,Depth
Unnamed,2012,3.284205068,1.707570176,0.709626404,0.100370545,0.005385961,-0.346787486
Marrowbone Pond,2012,2.925312091,1.716003344,0.806443323,0.14802018,0.030776537,0.700969829
Lake Lajoice,2012,2.7084209,1.69019608,0.703572164,0.100370545,4.60609E-05,0.006160309
LAKE OCOEE,2012,2.120573931,1.342422681,0.65264116,0.22544587,0.004047001,1.092860943
Caruth Lake,2012,3.006466042,2.260071388,0.69077808,0.409403411,0.034371538,-0.77815125
Bieri Lake Number 3,2012,0,0,0.738634455,0.595496222,0.0323542,0
Lake Meredeth,2012,2.98721923,1.698970004,0.30001126,0.1573926,0.004764894,0.408663874
Soil Conservation Service Site 6 Reservoir,2012,2.952792443,2.049218023,0.728366141,0.40012588,0.010716395,-1
Lake Palestine,2012,2.771587481,1.556302501,0.758450921,0.201266718,0.044205271,0.537819095
Soil Conservation Service Site 5 Reservoir,2012,2.919601024,1.643452676,0.593358986,0.466006519,0.019810248,0.071882007
Musselman Cattle Company Lake Number 2,2012,0,0,0.701672018,0.190331698,0.067921733,0
McElvaney Lake,2012,2.906335042,1.556302501,0.762299414,0.193124598,0.018940271,-0.079181246
Lake Lewisville,2012,2.78604121,1.431363764,0.594604216,0.27576962,0.041331694,0.665111737
Moss Creek Lake,2012,3.201397124,1.462397998,0.59534047,0.291295961,0.000336223,0.267171728
Tank Wash Lake,2012,2.62324929,1.380211242,0.583890552,0.385709619,0,-0.079181246
Lake O the Pines,2012,2.939519253,1.785329835,0.807786959,0.207080359,0.036350468,0.319254816
White Rock Lake,2012,2.779596491,1.982271233,0.683283465,0.42476773,0.002468189,0.22184875
Amistad Reservoir,2012,0,0,0.348885131,0.247422207,0.001940763,0
James Lake,2012,2.802089258,1.544068044,0.569652416,0.193124598,0.000500048,0.079181246
Soil Conservation Service Site 17 Dam,2012,3.219322508,2.380211242,0.696509014,0.336346022,0.120837726,0.079181246
Lemon Reservoir,2012,3.079181246,1.939519253,0.738362783,0.595496222,0.032867301,-0.560667306
Fairfield Lake,2012,3.102090526,2.311753861,0.87559154,0.231748056,0.024329573,0.695003817
Hubbard Creek Lake,2012,2.775974331,1.414973348,0.501520561,0.246414003,0.001504235,0.661181443
Unnamed,2012,0,0,0.723765192,0.170261715,0.089650233,0
Lake Montex,2012,2.72427587,1.755874856,0.587073172,0.345731516,0.009765342,0.65880608
Sheldon Reservoir,2012,3.01911629,1.77815125,0.843022492,0.594553454,0,0.109747238
Unnamed,2012,0,0,0.64770509,0.348304863,0.064876687,0
Unnamed,2012,3.461648568,2.06069784,0.521724288,0.19602657,0.018908025,-0.425968732
H and H Conditioning Tank,2012,3.222716471,2.056904851,0.502073252,0.33469451,0.076357997,-0.488116639
Lake Jacksonville,2012,2.771587481,1.491361694,0.799592459,0.150657624,0.026379673,0.745966567
Soil Conservation Service Site 22 Reservoir,2012,0,0,0.563471088,0.234573273,0.025132539,0
Pinkston Reservoir,2012,2.649334859,1.491361694,0.849948538,0.229616359,0.009455318,0.61374575
Meridian Lake,2012,2.673020907,1.491361694,0.567138741,0.494154594,0,0.310237997
Worthington Lake,2012,2.77524626,1.812913357,0.51772506,0.243980186,0.000326125,-0.079181246
Unnamed,2012,0,0,0.569721317,0.184691431,0,0
Lake J B Thomas,2012,3.77188132,2.687528961,0.469736046,0.190194782,0.022802428,-0.522878745
Unnamed,2012,0,0,0.77115021,0.204119983,0.048338021,0
Unnamed,2012,0,0,0.708135028,0.292256071,0.008850558,0
Lone Star Lake,2012,0,0,0.533721614,0.371067862,0,0
Monterey Lake,2012,2.763427994,1.770852012,0.712803081,0.21300094,0.008533007,0.414973348
Resaca de Los Cuates,2012,2.906873535,1.949390007,0.575397263,0.292567136,0.067722106,-0.522878745
Soil Conservation Service Site 19 Reservoir,2012,3.136403448,2.004321374,0.636788397,0.348304863,0.073303622,0.029963223
Trinity River Greenbelt Park Lake,2012,2.954242509,1.903089987,0.691797618,0.423245874,0,0.664328519
Unnamed,2012,2.871572936,2.235528447,0.779038405,0.29666519,0.051488397,-0.488116639
Unnamed,2012,0,0,0.550453766,0.301029996,0.088381017,0
Unnamed,2012,0,0,0.626295241,0.187520721,0.006034864,0
Pat Mayse Lake,2012,2.640481437,1.431363764,0.661927146,0.293226359,0.046449193,0.702297948
Miller Lake,2012,3.609167374,1.740362689,0.790213841,0.222932637,0.013551348,0.22184875
Soil Conservation Service Site 1 Reservoir,2012,3.087781418,1.929418926,0.711729502,0.276461804,0.095154378,-0.106053392
Unnamed,2012,0,0,0.814106739,0.344392274,0.032044644,0
Unnamed,2012,3.132579848,2.117271296,0.736184636,0.344392274,0.079957619,-0.096910013
Lazy C-Z Reservoir,2012,0,0,0.739077656,0.58728692,0.102278351,0
Unnamed,2012,0,0,0.397374716,0.071882007,0.099892484,0
Soil Conservation Service Site 14 Reservoir,2012,0,0,0.631616239,0.408393417,0.028461876,0
Brown Mullin Watershed Reservoir Number Two,2012,2.785329835,1.602059991,0.533459449,0.54314306,0.002043406,0.217483944
Peacock Lake,2012,0,0,0.462462687,0.106569264,0.091079132,0
Soil Conservation Service Site 140 Reservoir,2012,3.029789471,2.225309282,0.795483215,0.210684819,0.108189017,-0.193820026
Soil Conservation Service Site 19a Reservoir,2012,2.544068044,1.491361694,0.641579804,0.399673721,0.0749746,0.012234456
King Lake,2012,2.816903839,1.954242509,0.664451633,0.181837119,0.040191688,-0.057991947
Soil Conservation Service Site 4 Reservoir,2012,2.953759692,1.949390007,0.631851285,0.428134794,0.00041771,0.02413368
Unnamed,2012,0,0,0.47402247,0.301029996,0.008523601,0
Unnamed,2012,3.66754634,2.720985744,0.808263712,0.301029996,0.115920243,-0.77815125
Unnamed,2012,2.877946952,1.643452676,0.718844102,0.213239925,0.060568588,-0.283996656
Soil Conservation Service Site 121 Reservoir,2012,3.234010818,2.068185862,0.663329048,0.338322303,0.081415819,0.01822482
Unnamed,2012,3.006037955,1.255272505,0.756872475,0.460897843,0.053803993,-0.425968732
Unnamed,2012,0,0,0.527636891,0.252175478,0.000973187,0
Pine Pond,2012,0,0,0.791998265,0.178976947,0,0
Unnamed,2012,0,0,0.739038436,0.301029996,0.060225524,0
Lake Kiowa,2012,3.244029589,2.089905111,0.617540986,0.125766883,0.013225349,0.40654018
Unnamed,2012,0,0,0.753983432,0.193124598,0.038116153,0
Unnamed,2012,0,0,0.695199473,0.170261715,0.095162114,0
Unnamed,2012,2.991226076,1.556302501,0.819938942,0.209515015,0.092265413,0.977037335
House Lake,2012,2.946452265,1.740362689,0.556048128,0.422660759,0.001691891,0.22184875
Unnamed,2012,3.156549151,1.949390007,0.833182747,0.225309282,0.042608761,0.029963223
SAM RAYBURN LAKE,2012,2.563481085,1.62324929,0.831916014,0.206687834,0.02185672,0.780077171
COFFEE MILL LAKE,2012,2.96425963,2.056904851,0.678896295,0.190047357,0.03820037,0.291622527
CROCKETT LAKE,2012,2.6599162,1.447158031,0.681135767,0.203617453,0.027198413,0.483508053
Navajo Lake,2012,2.195899652,1.204119983,0.367941646,0.24501906,0,-0.031157982
Starvation Reservoir,2012,2.271841607,1.342422681,0.357344991,0.359062221,0.001070388,1.122800787
Porcupine Reservoir,2012,2.278753601,1.380211242,0.502587032,0.362266217,0.000139393,1.145592861
Willard Bay Reservoir,2012,2.414973348,1.819543936,0.463553101,0.20729041,0.037509756,0.531478917
Echo Reservoir,2012,2.465382851,1.380211242,0.40381296,0.345516962,0.005352463,0.814996308
Twin Lakes,2012,0,0,0.404783148,0.270637317,0,0
Pelican Lake,2012,0,0,0.205711346,0.05069834,0.057265241,0
Koosharem Reservoir,2012,2.644438589,1.908485019,0.359599125,0.423871204,0.001014421,0.185636577
Crouse Reservoir,2012,3.268577972,1.986771734,0.273884446,0.135014948,0.000766285,0.029963223
Unnamed,2012,2.635483747,1.477121255,0.222869067,0.167317335,0.060715084,0.047923552
Atwine Lake,2012,0,0,0.413506349,0.193124598,0,0
Forest Lake,2012,2.783188691,1.785329835,0.510212649,0.280552145,0,-0.236572006
Docs Lake,2012,0,0,0.459681846,0.315983048,0,0
Henrys Fork Lake,2012,2.301029996,1.380211242,0.401932046,0.258521444,0,0.414973348
Jessen Lake,2012,2.204119983,1.041392685,0.396259516,0.193124598,0,0.87666679
Duck Fork Reservoir,2012,2.320146286,1.322219295,0.4291322,0.337663087,0,0.414973348
White Pine Lake,2012,2.450249108,1.113943352,0.603855879,0.409933123,0,0.190331698
Crater Lake,2012,0,0,0.457287557,0.330413773,0,0
Stansbury Lake,2012,3.10002573,1.86332286,0.335964317,0.21025389,0.003660464,-0.425968732
Upper Red Castle Lake,2012,0,0,0.432825993,0.330413773,0,0
Co-op Valley Sinks,2012,3.098297536,2.170261715,0.334219422,0.245512668,0,-0.08795517
Rocky Ford Reservoir,2012,3.127104798,2.28780173,0.269640383,0.254234902,0.003755628,0.012234456
West Shingle Creek Lake,2012,2.635483747,1.176091259,0.501370838,0.330413773,0,-0.26760624
Unnamed,2012,3.306210508,2.424881637,0.373449498,0.288413063,0.019359074,-0.560667306
Twin Lakes,2012,2.344392274,1.079181246,0.506039906,0.330413773,0,0.109747238
Etna Reservoir,2012,2.354108439,1.491361694,0.292839852,0.527349785,0.000138333,0.417056299
Jacobs Reservoir,2012,2.807535028,1.62324929,0.409577432,0.138892385,0,-0.363177902
Tamarisk Lake,2012,2.675778342,1.447158031,0.262411251,0.133434748,0.034653138,-0.77815125
Palisade Lake,2012,2.326335861,1.380211242,0.30594215,0.254514371,0.029058747,0.208620484
Gunlock Reservoir,2012,2.214843848,1.568201724,0.310553926,0.175506796,0.000967419,0.814996308
Green Lake or Deer Creek,2012,0,0,0.394933168,0.197204012,0,0
Kents Lake,2012,2.632457292,2.075546961,0.390470286,0.23299611,0,0.185636577
Lower Gooseberry Reservoir,2012,2.426511261,1.255272505,0.433962706,0.366815625,0,0.245512668
Lake Mary,2012,2.06069784,0.84509804,0.539518199,0.409443677,0,0.702297948
Rex Reservoir,2012,2.45331834,1.716003344,0.37259511,0.308426447,0,0.555094449
Deer Creek Reservoir,2012,2.36361198,1.462397998,0.411213455,0.333291742,0.006948606,0.978761346
Three Creeks Reservoir,2012,3.166430114,1.924279286,0.305725526,0.341471259,0.000801195,-0.106053392
Sheep Creek Lake,2012,2.62838893,1.579783597,0.29230464,0.220108088,0,0.316269962
Ferron Reservoir,2012,2.456366033,1.342422681,0.423694316,0.338202783,0,0.213074825
Oak Creek Reservoir,2012,2.709269961,2.021189299,0.360003441,0.201344862,0,0.550228353
Unnamed,2012,2.929418926,1.826074803,0.222869067,0.167317335,0,-0.251811973
Mountain Dell Reservoir,2012,2.149219113,1.397940009,0.500889388,0.362850404,0.001036579,0.702297948
Washington Lake,2012,2.344392274,1.301029996,0.506569288,0.24913383,0,0.87666679
East Canyon Reservoir,2012,2.492760389,1.505149978,0.44388697,0.374142862,0.002024244,1.122800787
Hoop Lake,2012,3.002597981,1.934498451,0.355127834,0.200787744,0,0.313264452
Montes Creek Reservoir,2012,3.512016969,2.73479983,0.186932017,0.16880291,0.079663948,-0.560667306
Millsite Reservoir,2012,2.326335861,1.414973348,0.372938771,0.313148694,4.47656E-05,0.87666679
Yuba Reservoir,2012,2.810232518,1.748188027,0.27988695,0.274141553,0.006766906,0.704282541
Tropic Reservoir,2012,2.434568904,1.230448921,0.306829483,0.308462245,0,-0.425968732
Lake Canyon Lake,2012,3.055760465,3.082426301,0.397626463,0.369215857,8.45248E-05,0.702297948
Decker Lake,2012,3.217220656,2.376576957,0.477888699,0.193186353,0.0006162,-0.560667306
Browne Lake,2012,2.477121255,1.740362689,0.306236672,0.207867608,0,0.402261382
Paradise Park Reservoir,2012,2.728353782,1.643452676,0.400288216,0.193167685,0,-0.455931956
Beaver Pond,2012,2.942504106,2.167317335,0.581965411,0.112096349,0.037592927,-0.218244625
Wheelers Pond,2012,3.035429738,1.851258349,0.615072766,0.158362492,0.012508028,0.322219295
Lake Anne,2012,2.567026366,1.397940009,0.650886499,0.178976947,0.007563256,0.45484486
Lake Bonaventure,2012,2.255272505,1.301029996,0.72684363,0.190005747,0.012264089,0.395035018
Wrights Pond,2012,2.731588765,1.908485019,0.615997859,0.15575308,0.020747925,0.014240439
Jolly Pond,2012,2.864511081,1.812913357,0.715746941,0.140036984,0.004772681,-0.180456064
Spring Creek Lake,2012,2.434568904,1.792391689,0.596834086,0.101481626,0.027899264,0.034762106
Waterfall Pond,2012,2.725094521,1.806179974,0.711503697,0.130888069,0.009480201,-0.488116639
Lake Montclair,2012,2.579783597,1.301029996,0.649902682,0.126370348,0.006818651,0.716003344
Bremco Park Pond,2012,2.749736316,2.06069784,0.666982819,0.147821772,0.004274467,0.146128036
Fishing Lake,2012,2.552668216,1.397940009,0.712789461,0.267370856,0.038380513,-0.236572006
Wentworth Pond,2012,2.57054294,1.556302501,0.610322186,0.149219113,0.045120374,0.15490196
Bowmans Pond,2012,2.267171728,1.579783597,0.723898574,0.093653256,0.008292396,0.273001272
Nissley Pond,2012,3.488832634,2.630427875,0.640458382,0.230448921,0.071430619,-0.283996656
Cheatham Pond,2012,3.192009593,2.096910013,0.738506649,1.027074282,0.000329215,-0.15490196
Ice House Pond,2012,2.905256049,1.986771734,0.656174536,0.170261715,0.006237422,0.176091259
Lake Number 1,2012,3.302330929,2.053078443,0.816336025,0.053078443,0,-0.425968732
Talbott Reservoir,2012,2.691081492,1.447158031,0.836065973,0.192050926,0.043412522,1.166824658
Shoemaker River Resorvior,2012,2.741151599,1.612783857,0.67475979,0.233156925,0.00506173,0.283301229
Jordon Lake,2012,2.911690159,1.913813852,0.610430995,0.158744732,0.019469252,-0.106053392
Merle-Smith Lake,2012,2.652246341,1.792391689,0.623681068,0.150086246,0.013960945,0.159223334
GATEWOOD RESERVOIR,2012,2.247973266,1,0.814710389,0.293326174,0.008946403,0.661181443
LITTLE CREEK LAKE,2012,2.549003262,1.113943352,0.708801486,0.169417507,0.01474292,0.790740378
WALLER MILL POND,2012,2.475671188,1.204119983,0.729446866,0.144569459,0.006384825,0.605011041
LESTER POND,2012,2.204119983,1.146128036,0.675044363,0.093421685,0,0.740362689
LAKE LAUREL BED,2012,2.283301229,1,0.758449361,0.170931735,0,0.626419337
Miles Pond,2012,2.418301291,1.278753601,0.526696774,0.307496038,0,0.866877814
Lake Parker,2012,2.399673721,1.176091259,0.592716687,0.606586351,0.023255158,0.737192643
Lake Champlain,2012,2.536558443,1.322219295,0.592916164,0.53721118,0.020901254,1.274657038
Silver Lake,2012,2.472756449,1,0.578096299,0.243038049,0,0.931712067
Mile Pond,2012,2.499687083,1.322219295,0.588119852,0.318545483,0,0.217483944
Shippee Pond,2012,2.633468456,1.301029996,0.674972042,0.375484692,0.011067926,-0.167491087
Unnamed,2012,2.633468456,1.505149978,0.613745121,0.436162647,0.00449488,0.615663168
JOBS POND,2012,2.489958479,1.113943352,0.604342123,0.197389793,0.0023167,0.230448921
SPRING LAKE,2012,2.336459734,0.77815125,0.623230164,0.243038049,0,1.0641699
Swamp Lake,2012,3.197004728,2.257678575,0.383258185,0.246684102,0,-0.37161107
American Lake,2012,2.457881897,1,0.325885074,0.533379781,0.001235908,1.075141268
Moses Lake,2012,2.795880017,2,0.268560598,0.253471552,0.012149002,0.553883027
Swofford Pond,2012,2.986323777,1.73239376,0.39658475,0.46686762,0.013768903,0.310237997
Lacamas Lake,2012,3.031408464,1.875061263,0.3941111,0.305923373,0.029151916,0.954931319
Sacheen Lake,2012,2.414973348,1.591064607,0.235494861,0.317500796,0,0.956076913
Lake Koeneman,2012,2.190331698,1.301029996,0.406935976,0.563481085,0,0.485090184
Wapato Lake,2012,2.80685803,1.230448921,0.146414461,0.220270049,0.030142264,0.955848036
Bayley Lake,2012,2.719331287,1.973127854,0.239651464,0.204119983,0.000734781,0.549003262
Capitol Lake,2012,2.772321707,1.968482949,0.359672931,0.494147324,0.005581568,0.194976603
Summit Lake,2012,2.648360011,1.707570176,0.294242452,0.16407228,0,0.740926342
Upper Goose Lake,2012,2.860338007,1.361727836,0.123653832,0.22612477,0.049388462,1.204833696
Ravensdale Lake,2012,2.767897616,1.462397998,0.392595572,0.404120319,0.001269784,0.319254816
Round Lake,2012,2.380211242,1.707570176,0.225720999,0.268332539,0,0.699637636
Martha Lake,2012,2.542825427,1,0.397926895,0.401400541,0,0.781994589
McGinnis Lake,2012,2.873320602,1.414973348,0.181634554,0.366714448,0,0.814164326
Damon Lake,2012,2.359835482,1.86332286,0.644262279,0.570583526,0,0.213074825
North Skookum Lake,2012,2.235528447,1.612783857,0.305351481,0.232918935,0,0.481920138
Little Fish Lake,2012,1.556302501,1.934498451,0.490733885,0.285557309,0,0.496006599
Unnamed,2012,3.064457989,1.982271233,0.160646176,0.260071388,0,0.605990285
Phantom Lake,2012,2.447158031,1.113943352,0.382549317,0.401400541,0,0.814164326
Starzman Lake,2012,2.6599162,1.62324929,0.144868432,0.233515183,0,0.50965048
Baker Lake,2012,1.176091259,1.204119983,0.537636803,0.471011674,0,1.381549592
Bass Lake,2012,2.728353782,1.73239376,0.304033798,0.48823334,0,0.01822482
Lake Myron,2012,2.729974286,1.832508913,0.13391733,0.204119983,0.014604109,0.778633532
BURKE LAKE,2012,2.681241237,1.84509804,0.150387166,0.281377885,0,0.652246341
DEEP LAKE,2012,2.342422681,1.903089987,0.274662143,0.252558228,0.007421605,1.137424448
BLYTHE LAKE,2012,2.903632516,1.322219295,0.12614479,0.216623258,0.009193499,0.602059991
Lake Kegonsa,2012,3.025715384,1.968482949,0.679916328,0.681471602,0.066661755,0.653212514
Oconomowoc Lake,2012,2.903632516,1.041392685,0.710674484,0.666617949,0.052256244,0.999171984
Round Lake,2012,2.903632516,1.892094603,0.548927874,0.548818765,0.069637936,0.485090184
Plum Lake,2012,2.432969291,1.146128036,0.54614961,1.126644462,0.000170606,0.875061263
Price Lake,2012,2.833147112,1.397940009,0.550603947,1.263274904,0.00012986,0.540954809
Swan Lake,2012,2.914343157,1.447158031,0.680962401,1.072849642,0.071325621,1.096508941
Wapogasset Lake,2012,2.98721923,1.755874856,0.553646701,0.57224031,0.050543153,0.650307523
Willow Reservoir,2012,2.881384657,1.698970004,0.526747498,1.172197663,0.000674953,0.301029996
Marl Lake,2012,2.813580989,1.204119983,0.622966492,1.202488317,0,0.901490374
Berry Lake,2012,2.949877704,1.146128036,0.588641635,0.460005163,0.0163243,0.40654018
Young Lake,2012,2.959518377,1.176091259,0.561037359,0.900311705,0.020862814,0.162727297
Spring Lake,2012,3.22297645,1.113943352,0.666233263,0.833784375,0.051878907,0.873974168
Snake Lake,2012,2.940018155,1.51851394,0.538740324,1.152899596,0.000934766,0.383216752
Deer Lake,2012,2.857935265,1.278753601,0.634794171,0.586587305,0.014114002,0.301029996
Clear Lake,2012,2.764176132,1.505149978,0.641121078,0.565847819,0,0
Downsville Lake,2012,3.587823171,2.367355921,0.53848727,0.170308646,0.054586219,-0.43572857
Wagner Lake,2012,2.940018155,1.785329835,0.581112666,0.586722419,0.067768216,0.278753601
Unnamed,2012,2.940018155,1.414973348,0.717268819,0.955206538,0.075036105,-0.124938737
Pickerel Lake,2012,1.301029996,1.397940009,0.548990197,1.147061799,0.000189766,0.397940009
Forestville Flowage,2012,3.182129214,2.041392685,0.59997652,0.668373155,0.075627317,-0.602059991
Harpt Lake,2012,3.124178055,1.414973348,0.708320598,0.56937391,0.095736174,0.872520461
Lake Barney,2012,4.012879387,3.238297068,0.675281348,0.775992921,0.08894205,-0.251811973
Half Moon Lake,2012,2.892651034,1.322219295,0.551742549,1.129672404,2.14298E-05,0.096910013
Crooked Lake,2012,2.869818208,1.342422681,0.719590515,0.638385162,0.040880287,0.096910013
Clear Lake,2012,2.725094521,1.255272505,0.545721133,1.060320029,0.004147833,0.544068044
